,text,detection,location
1888,The runaway beer truck barrelled down the freeway after its driver was mugged .,1,5
1891,Gauss was asked to attend because of his magnetic personality .,1,9
1892,A group of physicists is called a nucleus .,1,8
1894,A book called ' Current Trends in Wiring your House ' turned out to be a shocking failure .,1,17
1903,A hangman will always keep you in the loop .,1,9
1905,"' ' I find you guilty , ' ' said the judge with conviction .",1,14
1915,The fertiliser business is a growing industry .,1,6
1917,"OLD SHEET ROCKERS (dry wallers) never die , they just hang around .",1,11
1918,I tried to learn how to drive a stick shift but couldn ' t locate the manual .,1,17
1921,"I went to a buffet dinner with my neighbor , who is a taxidermist . After such a big meal , I was stuffed .",1,24
1922,Those who iron clothes have a lot of pressing demands .,1,9
1923,I think a job as a shoe salesmen would be your best fit .,1,13
1924,I kept failing to get a job as a butcher because I couldn ' t just make the cut .,1,19
1925,To many girls the word ' marriage ' has a nice ring to it .,1,12
1926,A pair of loud twins were stereo speakers .,1,8
1927,To be a mountain climber one needs to be in peak condition .,1,11
1929,If you work in a tire factory you have to get rolling every morning .,1,12
1930,The trumpeter blew it while auditioning for the symphony .,1,3
1932,When a ladder was stolen from a store the manager said that further steps would be taken .,1,14
1933,A high scoring football game can be very offensive .,1,9
1936,If you have need of a locksmith he will be your key man .,1,12
1938,Massage therapists need a touch of style .,1,5
1940,Politicians get onto the merry - go - round and then put a spin on it .,1,14
1941,For a chemist disappointed in an experiment the reaction was on his face .,1,9
1942,I was looking for watch batteries but I wound up at a clock shop .,1,9
1944,"Waiter , my bill please . - How did you find your luncheon , sir ? - With a magnifying glass .",1,11
1946,"I just finished reading Newton ' s Principia Mathematica , and found much of it to be rather derivative .",1,19
1947,"I ' m burning aromatic substances , said Jim , incensed .",1,11
1948,Upon discovering her children playing with matches their mother was flaming mad .,1,11
1951,The duke and the count had a fight . The duke was down for the count .,1,16
1952,I thought about studying astronomy for university but I knew I would just be taking up space .,1,17
1953,He sold candy and chocolate . A lot of girls were sweet on him .,1,12
1955,One of the joys of being a lightweight is that commuting by wind is a breeze !,1,16
1956,My buddy asked me to look after his pet goose while he was away . I told him I wasn ' t down with that .,1,23
1957,"OLD PROGRAMMERS never die , they just move to new addresses .",1,9
1958,A speaker at the firearms convention had to rifle through his notes .,1,9
1960,Watson and Crick did the twist all night .,1,6
1963,"OLD CHEMISTS never die , they just fail to react .",1,10
1964,Where do pancakes live ? In a flat .,1,8
1965,When I asked if I could get insurance if the nearby volcano erupted they assured me I would be covered .,1,20
1966,Retired teachers are classless .,1,4
1969,"OLD DENTISTS never die , they just lose their pull .",1,10
1970,Lumber companies have many board meetings .,1,5
1971,"Due to inclement weather , the sandwich shop wrapped up early Tuesday night .",1,9
1972,Sometimes a pencil sharpener is needed in order to make a good point .,1,13
1976,A dog gave birth to puppies near the road and was ticketed for littering .,1,14
1977,Those who work on reducing auto emissions go home exhausted .,1,10
1978,They bought a home on a cliff because they liked to live on the edge .,1,15
1979,"Old quarterbacks never die , they just pass away .",1,8
1980,Those who make magnets can be quite attractive .,1,8
1982,"OLD NUMBER THEORISTS never die , they just get past their prime .",1,7
1983,The groundskeeper at a large cemetery was important because he had 5000 people under him .,1,14
1986,I tinted my hair today . It was the highlight of my day .,1,2
1987,Stealing someone ' s coffee is called ' mugging ' .,1,9
1988,A doctor drank while putting on patients ' casts . He was soon plastered .,1,14
1989,"That ' s the third time my teacher changed my grade , Allen remarked .",1,14
1990,I am kicking myself I did not take up karate earlier .,1,3
1991,Why do archers shoot arrows ? Could it be they are trying to get a point across ?,1,16
1992,Oh what a tangled web we weave . On the Internet .,1,5
1995,I gave in when my wife hounded me about getting a puppy .,1,7
1996,Being a fire - fighter ignited my interest heavily .,1,6
1999,A boiled egg is hard to beat .,1,7
2001,When Wally discovered he had Lyme disease he was really ticked off .,1,11
2002,Avogadro expected a large number to attend .,1,5
2004,"During the meeting about earthquakes , there were several motions .",1,10
2005,Those who make sinks often feel washed out .,1,7
2008,"OLD PROCTOLOGISTS never die , they just butt out .",1,8
2009,He sat in the magician ' s audience dressed as a cactus . He was a plant .,1,17
2010,"OLD WASHING MACHINE OPERATORS never die , they just keep agitating .",1,11
2011,"I didn ' t know which hammer to get , but I think I nailed it .",1,15
2014,"It was the first time she ' d seen a live sponge on display , and she really soaked it in .",1,19
2015,A music store owner has to have sound business practices .,1,8
2016,The first guy to mass produce candies made a mint .,1,10
2017,Old presidents never die they just keep going through their cabinets .,1,11
2018,"When they claimed to house two thousand campers , it sounded like a lot of bunk .",1,16
2019,He ' d never gone hunting but decided to give it a shot .,1,13
2023,"I ' m very picky about my hair , so a strange barber just won ' t cut it .",1,18
2024,Some people go into martial arts just for kicks .,1,9
2025,A reporter was at an ice cream store getting the scoop .,1,11
2027,Sometimes our Outlook in Life is sent but not received .,1,3
2028,Weather forecasters thinking is sometimes clouded .,1,6
2029,Did you hear about the farmer who got attacked by a cow ? He milked it for all it was worth .,1,15
2033,"They said he drank 2 bottles of whisky a day , but it wasn ' t true . He had to scotch those rumours right away .",1,22
2037,Swimming instructors are always getting immersed in their work .,1,6
2040,For greeting card companies their fate is in the cards .,1,10
2044,A dry cleaners had a dozen suits in court .,1,7
2045,Violinists are often fiddling around .,1,4
2048,"So , how ' s the flower business going ? Oh , it ' s blossoming quite nicely .",1,16
2050,Working for the IRS is a hard job because it is so taxing .,1,13
2052,Real estate agents believe in doing good deeds .,1,8
2055,"When the Dalmatian ran away , he was spotted two blocks from home .",1,9
2057,"My student was late for class , claiming he was in the washroom . I think he was stalling .",1,19
2058,We should make a beer commercial . It sounds simply intoxicating .,1,11
2061,"She was only a Bookbinder ' s daughter , but she knew her way between the sheets .",1,17
2063,I love to eat eggs at the crack of dawn .,1,8
2064,Did you hear about the tire dealer that had a blowout sale ?,1,11
2065," ' ' This wind is awful , ' ' blustered Allen .",1,10
2066,My new theory on inertia doesn ' t seem to be gaining momentum .,1,13
2068,A professor without a pointer may find that his lecture is pointless .,1,12
2069,"This is where I keep my arrows , said Ryan , quivering .",1,12
2071,He realized he ' d made the major leagues when it finally hit him .,1,13
2072,Joe refused to eat sushi because it looks fishy .,1,9
2073,"I know a rancher who has 100 head of cattle , but he thought there were only 99 until he rounded them up .",1,21
2077,A jelly truck and a biscuit truck collided yesterday - police are a trifle concerned .,1,14
2079,Sure I can climb cliffs ! Rebecca bluffed .,1,8
2081,Those who want to paint polka - dots have to find a good spot .,1,14
2083,Why are all businessmen fat ? Must be all the inflation .,1,11
2084,Iron was discovered because someone smelt it .,1,6
2085,"He was trying to sell me new windows , but his motivations were transparent .",1,14
2088,A small boy went to the counter to pay for his lunch but he was a little short .,1,18
2089,It ' s OK to watch an elephant bathe as they usually have their trunks on .,1,15
