location	score
9.0	"[[ 0.46041654  0.40041094  0.26528992  0.06611796  0.06360053  0.01042677
   0.00530665 -0.00983928 -0.02098034 -0.02159838]
 [ 0.21762514  0.20059938  0.17815374  0.14212977  0.12388088  0.10690168
   0.04777371  0.04494424  0.00384112  0.00384112]
 [ 0.04816891  0.04816891 -0.01185002 -0.01185002 -0.01863467 -0.019278
  -0.019278   -0.01948622 -0.01948622 -0.02181097]
 [ 0.4280155   0.4280155  -0.02683466 -0.02998349 -0.04990295 -0.06174295
  -1.         -1.         -1.         -1.        ]
 [ 0.29729916  0.29192103  0.00328595 -0.01271042 -0.02549534 -0.02549534
  -0.06426979 -0.08811989 -0.08811989 -0.11874214]
 [ 0.65128685  0.59878523  0.55959848  0.36729146  0.36729146  0.13780405
   0.1163516  -1.         -1.         -1.        ]
 [ 0.42274092  0.41512797  0.3833178   0.17445013 -0.00721099 -0.0240649
  -0.02739854 -1.         -1.         -1.        ]
 [ 0.46041654  0.40041094  0.26528992  0.06611796  0.06360053  0.01042677
   0.00530665 -0.00983928 -0.02098034 -0.02159838]
 [ 0.30622001  0.30622001  0.03303293  0.03052595 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.40683893  0.40683893  0.29210009  0.29210009  0.12476724  0.12476724
   0.11790455  0.11790455 -0.06983536 -0.06983536]
 [ 0.23770391  0.19842557  0.05065301  0.00764842 -0.05483092 -0.05483092
  -1.         -1.         -1.         -1.        ]
 [ 0.18033089  0.10402882  0.09437601  0.08418363  0.08418363  0.07260832
  -0.07168734 -0.07168734 -1.         -1.        ]
 [ 0.3965755   0.3965755  -0.03751638 -0.04397125 -0.05859369 -0.05859369
  -0.07204192 -0.08539822 -0.10141188 -0.11191219]
 [ 0.31531124  0.30359612  0.01949362  0.01645144 -0.12789367 -0.12789367
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
12.0	"[[ 0.47876552  0.36354177  0.24955513  0.18658818  0.0706115   0.06121284
   0.05869753  0.04998008  0.04875774  0.04476993]
 [ 0.27071703  0.27071703  0.22987306  0.22987306  0.15460763  0.15460763
   0.02388636  0.01906316 -0.0314903  -0.0314903 ]
 [ 0.33579982  0.33579982 -0.02389465 -0.02389465 -0.06782846 -0.06782846
  -0.07826324 -0.07826324 -1.         -1.        ]
 [ 0.51503292  0.51311803  0.40493905 -0.02083013 -0.03024797 -0.03024797
  -0.06955077 -0.10650567 -1.         -1.        ]
 [ 0.35514208  0.35296986  0.2442713   0.23635821  0.17781228  0.07198229
   0.06943472 -0.00736618 -0.00736618 -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.40274832  0.40274832  0.08739183  0.08739183 -0.01840328 -0.01840328
  -1.         -1.         -1.         -1.        ]
 [ 0.51461606  0.51461606  0.09355844  0.09355844 -0.00500299 -0.00500299
  -0.03116739 -0.03116739 -0.04206745 -0.04206745]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.61313254  0.60390634  0.48388061  0.43861572  0.43030098  0.41772509
   0.41306557  0.40384795  0.39564196  0.39564196]
 [ 0.32340157  0.32340157  0.05389459 -0.01025536 -0.02800039 -0.02932902
  -0.04154653 -0.04154653 -0.12071509 -0.13952247]
 [ 0.54942036  0.54044946  0.45552182  0.43433931  0.3516504   0.35129998
   0.28997342  0.28997342  0.26222859  0.26222859]
 [ 0.496517    0.33241011  0.28017947  0.06469704  0.04059118 -0.0229926
  -0.0229926  -0.03701675 -0.04550964 -0.06209185]
 [ 0.14390707  0.13311849  0.1167521   0.11573009  0.10401389  0.09513303
   0.09513303  0.06713883  0.05179331  0.05179331]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
6.0	"[[ 0.27684448  0.19160057  0.18296581  0.16355414  0.16355414 -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.40206869  0.39659933  0.32484365  0.31523366  0.24110678  0.22772639
   0.21941699  0.2174205   0.2170531   0.15084348]
 [ 0.37471248  0.36529216  0.347574    0.347574    0.32940478  0.31719174
   0.2335049   0.2335049   0.12886823  0.09765597]
 [ 0.23605176  0.23605176  0.0398439   0.03817815  0.03126286  0.02934021
   0.02793526  0.01265465  0.01242837  0.01186544]
 [ 0.3552988   0.3552988   0.15383109  0.15383109  0.08396784  0.08396784
  -0.04003199 -0.04637064 -0.04637064 -0.04986338]
 [ 0.180991    0.13424069  0.01224043  0.01224043 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
8.0	"[[ 0.27790058  0.27790058  0.15097115  0.15097115  0.14748816  0.14262127
   0.14211006  0.1346022   0.10929358  0.10929358]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.26142587  0.259944    0.12258854  0.09276388 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.31904218  0.29131028  0.01001047  0.00930502  0.00614834  0.00614834
  -1.         -1.         -1.         -1.        ]
 [ 0.19209192  0.11974668  0.07889022  0.04872758  0.04872758  0.02841837
   0.01566555  0.01048392 -0.01050955 -0.03530714]
 [ 0.04103423  0.03432927  0.00692113  0.00692113 -0.00653489 -0.01313871
  -0.0636025  -0.0636025  -0.11560867 -0.12746774]
 [ 0.2327772   0.2327772   0.12772077  0.12772077  0.03353163  0.02117547
   0.02117547 -0.0970141  -0.0971725  -0.13061693]
 [ 0.11491276  0.11058651 -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
10.0	"[[ 0.27421463  0.10773259  0.10773259  0.05793214  0.05793214 -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.73213872  0.72635758  0.7129239   0.65330893  0.1835797   0.1835797
   0.0408977   0.03952748 -0.01830606 -0.01905703]
 [ 0.57788304  0.55346721  0.19081757  0.12288485 -0.01962868 -0.01962868
  -1.         -1.         -1.         -1.        ]
 [ 0.09045421  0.09045421  0.08528752  0.08528752  0.06380614  0.06380614
   0.04757809  0.04757809  0.03268632  0.03268632]
 [ 0.31356017  0.31356017  0.07298559  0.07298559  0.05055051  0.05055051
  -1.         -1.         -1.         -1.        ]
 [ 0.43082057  0.43082057  0.16881364  0.16881364  0.04645464  0.04645464
   0.02186214  0.02186214 -0.02083422 -0.02083422]
 [ 0.38331564  0.37266775  0.22592948  0.09275485  0.09275485  0.08571285
   0.06119096 -0.01888718 -0.01888718 -1.        ]
 [ 0.15164543  0.09483484  0.08587698  0.07080682  0.06974347  0.03219807
   0.00897645 -0.00735991 -0.01203568 -0.01203568]
 [ 0.24418488  0.15623378  0.1195704   0.11803805  0.10325282  0.02001451
   0.01807569  0.00270441 -0.01693819 -1.        ]
 [ 0.62148733  0.61082183  0.12113603  0.12113603 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
11.0	"[[ 0.40132034  0.36083661  0.08278222  0.06455563 -0.09218245 -0.09218245
  -1.         -1.         -1.         -1.        ]
 [ 0.57198449  0.54844305  0.51731376  0.46855683  0.36854812  0.36854812
   0.2640962   0.26259943  0.26259943  0.22364047]
 [ 0.52223605  0.42523516  0.2451229   0.2451229   0.17580947  0.16875181
   0.14004508  0.12521255  0.11113557  0.08137437]
 [ 0.12625947  0.12625947  0.01429227  0.01244783 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.32519543  0.32519543  0.03318089 -0.08556845 -0.08556845 -0.09758635
  -0.09869209 -0.1037278  -0.10470285 -0.12018194]
 [ 0.47263008  0.40050458  0.24299755  0.23973006 -0.05798716 -0.05798716
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.09346867  0.09346867 -0.11499647 -0.11499647 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.32519543  0.32519543  0.03318089 -0.08556845 -0.08556845 -0.09758635
  -0.09869209 -0.1037278  -0.10470285 -0.12018194]
 [ 0.43414277  0.43414277  0.27833382  0.27833382  0.12596984  0.09783204
   0.0958965   0.01455154  0.01455154 -0.02267135]
 [ 0.57811883  0.41086605  0.39221102  0.27098805  0.26457644 -0.13075345
  -0.13075345 -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
7.0	"[[ 0.36956511  0.36956511  0.09703772  0.09703772  0.09130572  0.09130572
  -0.04990921 -0.04990921 -0.10044058 -0.1147454 ]
 [ 0.41913496  0.41913496  0.39685657  0.35597923  0.2415048   0.16954181
   0.16237559  0.12529385 -1.         -1.        ]
 [ 0.25688742  0.25688742 -0.0400747  -0.0514515  -0.0514515  -0.05854232
  -0.05854232 -0.15198331 -0.16159617 -0.20476628]
 [ 0.16280828  0.13751265 -0.05548775 -0.05548775 -0.09101216 -0.1002028
  -0.10128149 -1.         -1.         -1.        ]
 [ 0.20932415  0.20051734  0.11826729  0.1014115   0.07366611  0.06269707
   0.06269707  0.06171041 -0.02837119 -0.0286767 ]
 [ 0.22144868  0.22144868 -0.06215448 -0.09785047 -0.12190619 -0.1349031
  -1.         -1.         -1.         -1.        ]
 [ 0.50068415  0.50068415  0.22275763  0.2054544   0.00298616  0.00298616
  -1.         -1.         -1.         -1.        ]
 [ 0.55346224  0.51515219  0.41098579  0.35773675  0.10938528  0.06108993
  -0.0567302  -0.0567302  -0.08567953 -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
4.0	"[[ 0.37116329  0.37116329  0.16189493  0.16189493  0.12617647  0.12617647
   0.08600682  0.07947636  0.06022031  0.06022031]
 [ 0.0992411   0.0992411   0.02087779  0.00355082 -0.01028919 -0.01813761
  -0.11593361 -0.11593361 -0.12852472 -0.12852472]
 [ 0.41320338  0.41320338  0.18051619  0.18051619  0.15673776  0.15673776
   0.04151007  0.04151007 -0.08421549 -0.08421549]
 [ 0.33223373  0.17873191  0.10487801  0.08998228  0.06070117 -0.09864726
  -0.09864726 -1.         -1.         -1.        ]
 [ 0.40490715  0.40490715  0.24933361  0.19212419  0.18216987  0.17487033
   0.17487033  0.07959499  0.07959499 -0.07016304]
 [ 0.26527446  0.2061155   0.19054581  0.15510966  0.13444452  0.00467023
  -0.01002169 -0.07620538 -0.07620538 -1.        ]
 [ 0.08436684  0.07623075  0.07125555  0.03448146  0.01665839 -1.
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
13.0	"[[ 6.26630257e-01  5.77180371e-01  5.17444986e-01  5.17444986e-01
   4.26478972e-01  4.21425493e-01  3.88525792e-01  3.84852297e-01
   2.75503600e-01  2.63250037e-01]
 [ 4.57818179e-01  4.37260466e-01  1.53454984e-01  1.53454984e-01
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 2.11485461e-01  1.74278374e-01 -3.29237860e-02 -6.11643276e-02
  -1.84051461e-01 -1.84051461e-01 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.92047563e-01  4.92047563e-01  4.26460025e-01  4.26460025e-01
   1.65400657e-01  7.15993544e-02  7.15993544e-02 -4.73984165e-03
  -4.73984165e-03 -7.12312306e-03]
 [ 5.03943022e-01  5.03943022e-01 -6.57532424e-03 -2.21340361e-02
  -2.56975219e-02 -3.12624991e-02 -3.12624991e-02 -1.07572496e-01
  -1.07572496e-01 -1.39568518e-01]
 [ 4.69973221e-01  4.36762321e-01  4.01937893e-01  3.43013801e-01
   1.48883982e-01  1.07152943e-01 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 1.41489456e-01 -1.79317709e-04 -5.47164769e-02 -6.58571509e-02
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 6.35328852e-01  6.35328852e-01  2.01055752e-01  2.01055752e-01
   1.34984540e-01  1.34984540e-01  7.44957491e-02  7.44957491e-02
   6.39125819e-02  6.39125819e-02]
 [ 2.19612218e-01  2.09876213e-01  9.94455005e-02  8.49541654e-02
   7.31051507e-02  3.37882322e-02 -6.96775582e-02 -6.96775582e-02
  -1.00000000e+00 -1.00000000e+00]
 [ 1.13796218e-01  1.13796218e-01  8.50407872e-02  8.50407872e-02
   6.25246721e-02  6.25246721e-02  4.13575071e-02  4.13575071e-02
   4.11319384e-02  4.11319384e-02]
 [ 4.68606096e-01  4.54425613e-01  3.96929720e-01  3.96929720e-01
   3.46291973e-01  3.35043466e-01  3.30218718e-01  3.27666695e-01
   2.37257758e-01  2.34394807e-01]
 [ 3.87335768e-01  3.18612921e-01  7.94326837e-02  5.70528794e-02
  -1.63598060e-01 -1.63598060e-01 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.63317447e-01  4.60705545e-01  3.55226099e-01  3.20793794e-01
   2.81423074e-01  1.94925503e-01  1.79093523e-01  1.77098188e-01
   9.62129620e-02  9.62129620e-02]
 [ 4.06809319e-01  3.96958242e-01 -3.57474843e-02 -5.89640055e-02
  -1.33903660e-01 -1.33903660e-01 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 5.78027109e-01  5.78027109e-01  2.51909151e-01  2.51909151e-01
   2.19401499e-01  2.19401499e-01  1.81949945e-01  1.81949945e-01
   1.53173201e-01  1.46163658e-01]
 [ 4.14069740e-01  1.26126148e-01  1.26126148e-01  6.86766570e-02
   6.86766570e-02  6.26966548e-03 -1.50325965e-01 -1.50325965e-01
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]]"
19.0	"[[ 0.60874626  0.5962196   0.19285     0.08283191 -0.14767469 -0.14767469
  -1.         -1.         -1.         -1.        ]
 [ 0.5844746   0.57379517  0.46356724  0.17797408  0.07864739  0.04030928
   0.04030928 -1.         -1.         -1.        ]
 [ 0.61624343  0.5834363   0.17908343  0.15053641 -0.05611974 -0.05611974
  -1.         -1.         -1.         -1.        ]
 [ 0.44848196  0.44848196  0.15582641  0.09230088  0.07308071  0.02495166
   0.02495166 -0.00598234 -0.00598234 -0.12285562]
 [ 0.34347251  0.34347251  0.06044775  0.06044775 -0.05793379 -0.05793379
  -0.06159667 -0.06159667 -0.18334414 -0.18334414]
 [ 0.51787605  0.50849197 -0.03553921 -0.03553921 -0.04555537 -0.04790421
  -0.20032758 -1.         -1.         -1.        ]
 [ 0.42206715  0.26541997  0.26541997  0.24516842  0.24516842  0.1659102
   0.11763988  0.11731449  0.10822778  0.10470001]
 [ 0.10970985  0.00648616 -0.09843004 -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.38419169  0.3040339  -0.07457761 -0.08744751 -0.12628306 -0.12628306
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.56045959  0.55772302  0.23205209  0.23205209  0.22707768  0.22707768
   0.20705633  0.19723048  0.14496223  0.14496223]
 [ 0.21977385  0.21977385 -0.0324259  -0.06978932 -0.14627875 -0.14627875
  -1.         -1.         -1.         -1.        ]
 [ 0.46890965  0.46890965  0.44654404  0.44654404  0.25713272  0.25713272
   0.07566378  0.07566378 -0.08615353 -0.08615353]
 [ 0.51751719  0.51751719  0.07388785  0.07388785 -0.03352124 -0.03352124
  -0.0674991  -0.07743341 -0.16917546 -0.18675928]
 [ 0.37927604  0.37927604  0.08857374  0.05142513  0.04977012  0.02785623
  -1.         -1.         -1.         -1.        ]
 [ 0.70036092  0.68433572  0.13430943  0.13430943  0.03991057  0.03991057
   0.02135285  0.01076476 -0.01751863 -0.01751863]
 [ 0.37302784  0.37302784  0.0998882  -0.04985882 -0.04985882 -0.05808409
  -0.05808409 -0.06835265 -0.07431436 -0.08490832]
 [ 0.49849462  0.47444579  0.46298991  0.46298991  0.00142475 -0.03338256
  -0.03848982 -0.05621427 -0.07605287 -0.07605287]
 [ 0.41073566  0.40922238 -0.09382401 -0.09382401 -0.13060241 -0.13060241
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
8.0	"[[ 0.30423527  0.30423527  0.09319648  0.09319648 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.38104844  0.29319514  0.00432864 -0.05223931 -0.05614068 -0.05614068
  -1.         -1.         -1.         -1.        ]
 [ 0.43932392  0.36514709  0.14296953  0.02813499 -0.03576301 -0.03576301
  -0.05502791 -0.05748084 -0.06289396 -1.        ]
 [ 0.69872803  0.51014554  0.4976211   0.4936023   0.42511211  0.42511211
   0.33561593  0.3071728   0.3071728   0.28069367]
 [ 0.50324111  0.50324111  0.22228575  0.22228575 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.03246372  0.02164613 -0.01500617 -0.04594629 -0.08382835 -0.08382835
  -0.26035464 -0.26035464 -1.         -1.        ]
 [ 0.61117679  0.61117679  0.35879104  0.35879104  0.08579622  0.08579622
   0.0762324   0.0762324  -0.12440874 -0.12440874]
 [ 0.1450694   0.1450694   0.01318563 -0.01700591 -0.02124528 -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.38527045  0.38527045 -0.01010479 -0.01010479 -0.04788864 -0.04788864
  -0.07799478 -0.07799478 -0.08068495 -0.08068495]
 [ 0.51135197  0.51135197 -0.04625896 -0.0483018  -0.0483018  -0.08649477
  -0.09543324 -0.10812762 -0.11014993 -0.11014993]
 [ 0.70474464  0.65529565  0.65529565  0.65494194  0.50356457  0.50349177
   0.49104872  0.37494998  0.03965989  0.03340072]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
15.0	"[[ 0.43625104  0.43625104  0.33405536  0.33405536  0.13262904  0.13262904
  -0.02093417 -0.02093417 -0.0373757  -0.0373757 ]
 [ 0.21215061  0.18377    -0.03561654 -0.03693072 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.28975577  0.28235668  0.02615444  0.02615444 -0.07031118 -0.07031118
  -0.07849725 -0.10066534 -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.274727    0.10982866  0.10982866  0.0959229   0.05915868  0.04524164
   0.04269736 -0.0151443  -0.04587003 -0.10551916]
 [ 0.60542423  0.59794323  0.3593895   0.35787534  0.14767367  0.10579779
  -0.04457702 -0.04457702 -1.         -1.        ]
 [ 0.40113582  0.39690217  0.25343686  0.25343686  0.21075048  0.21075048
   0.15207205  0.15069568  0.10667748  0.10667748]
 [ 0.29409608  0.28442139  0.07949961  0.06037776 -0.01713248 -0.01713248
  -0.07651734 -0.11435856 -1.         -1.        ]
 [ 0.45916365  0.4520965   0.32693537  0.32567825  0.08190615  0.01860335
  -0.03221015 -0.03221015 -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.448359    0.43101105  0.17524913  0.11465861  0.06921592  0.06380634
   0.06300634 -1.         -1.         -1.        ]
 [ 0.40410611  0.40410611  0.30841468  0.30841468  0.07134628  0.07134628
  -0.04507232 -0.04507232 -0.06203178 -0.06203178]
 [ 0.09115004  0.03011783 -0.06718423 -0.08944588 -0.08944588 -1.
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.40113582  0.39690217  0.25343686  0.25343686  0.21075048  0.21075048
   0.15207205  0.15069568  0.10667748  0.10667748]
 [ 0.60461609  0.60198409  0.27103172  0.25447024 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
